id,bathrooms,bedrooms,square_feet,cityname,state,latitude,longitude,price,has_photo_No,has_photo_Thumbnail,has_photo_Yes,price_type_Monthly,price_type_Weekly,pets_allowed_Cats,pets_allowed_Cats_Dogs,pets_allowed_Dogs,amenities_Washer_Dryer,amenities_Hot_Tub,amenities_Fireplace,amenities_Garbage_Disposal,amenities_Storage,amenities_Wood_Floors,amenities_Alarm,amenities_Parking,amenities_Clubhouse,amenities_Tennis,amenities_View,amenities_Cable_or_Satellite,amenities_Gym,amenities_Dishwasher,amenities_Refrigerator,amenities_AC,amenities_Internet_Access,amenities_Basketball,amenities_Gated,amenities_TV,amenities_Golf,amenities_Elevator,amenities_Luxury,amenities_Patio_Deck,amenities_Doorman,amenities_Pool,amenities_Playground
5287,1.0,1.333670440487763,862.2324076108172,1196.0720810361681,1157.4656862745098,36.1411,-115.2768,1250.0,False,False,False,True,False,False,False,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3691,1.0,1.0,784.0,1227.1431973469857,1195.9206106870229,33.0205,-96.5395,1020.0,False,True,False,True,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3533,2.0,2.1538848917690228,1079.0,1710.0,2044.5740740740741,39.9143,-75.0679,2000.0,False,False,True,True,False,False,False,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5399,1.0,2.0,775.0,1634.8333333333333,2044.5740740740741,40.6077,-74.2824,1725.0,True,False,False,False,False,False,True,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5202,1.0,1.0,531.0,1223.105573161518,1195.9206106870229,32.8239,-96.681,775.0,False,True,False,True,False,False,False,False,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3652,1.0,1.3554381191300071,601.0,1474.0,1222.75,44.9776,-93.3594,1474.0,False,True,False,False,False,False,True,False,0,0,0,1,0,0,0,1,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0
3033,1.0,1.0,714.0,1426.625,1195.9206106870229,32.9496,-96.7085,1060.0,False,True,False,True,False,False,True,False,1,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
8343,0.8802706450480504,1.0,802.0,731.6,1049.1358713545494,48.2469,-101.3017,695.0,False,True,False,True,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3044,2.0,2.0,1027.0,1192.2285714285715,1478.6498054474707,27.4401,-82.5765,1100.0,False,False,True,True,False,False,True,False,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0
6357,1.0,1.0,595.0,1314.9527528688614,1135.9806629834254,35.2016,-80.8124,1300.0,False,True,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5288,1.0,1.0,717.0,1257.2154653738464,1195.9206106870229,33.1993,-97.1268,1018.0,False,False,False,True,False,False,True,False,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
3964,4.0,5.0,3005.0,1538.2222222222222,1338.7058823529412,45.5091,-122.6449,3295.0,False,True,False,True,False,False,False,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8796,2.0,2.2215956304045745,1185.262643116286,1325.0,1053.1771836950877,46.8587,-114.041,1745.0,False,False,False,True,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8002,2.0,2.0,1070.0,2894.1618497109826,2655.5708661417325,34.053,-118.2637,3395.0,False,False,False,True,False,False,False,False,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0
9162,1.1667524516695598,1.200765467936777,712.0,1320.0399506466897,1350.4962406015038,36.8623,-76.0114,1147.0,False,True,False,True,False,False,False,False,1,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1
9800,2.0,2.0,1064.0882393160136,1097.8883338267183,1135.9806629834254,35.6264,-77.4386,915.0,False,False,False,True,False,False,False,False,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
5570,1.0,1.5087267946547707,775.4142131272123,1075.0,1620.0,42.877,-73.1898,1250.0,False,False,False,False,False,False,True,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8985,1.0,2.0,425.0,1617.5479452054794,1524.6225165562914,39.6821,-104.8846,955.0,False,False,True,True,False,False,False,False,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
9540,1.0,2.0,885.2191030435368,1030.8497611353853,1070.9473684210527,39.7953,-86.1387,856.0,False,False,False,True,False,False,True,False,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1
7149,1.0,1.4018382146539428,400.0,1137.4444444444443,1157.4656862745098,36.2302,-115.0758,554.0,False,False,True,False,False,False,True,False,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1
8209,0.9006371222946401,3.0,700.0,1454.5,1257.8,43.0724,-89.4003,1595.0,False,True,False,False,False,False,True,False,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8911,2.0,2.0,990.0,1112.6833333333334,1524.6225165562914,38.7918,-104.8265,1125.0,False,False,True,True,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1
5526,2.0,2.0,1014.0,3188.5454545454545,2242.4780058651027,42.3739,-71.1155,3095.0,False,False,True,True,False,False,True,False,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3026,1.0,1.0,690.0,1296.215139442231,1208.6107222183427,32.8772,-96.7093,700.0,True,False,False,True,False,False,False,False,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6605,2.0,2.0,675.0,1102.1764705882354,1057.4478873239436,39.1467,-84.5184,1050.0,True,False,False,True,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3063,2.0,2.0,983.0,1296.215139442231,1195.9206106870229,32.8302,-96.7724,1837.0,False,False,True,True,False,False,True,False,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4044,1.013302113259585,2.0,886.0,1229.0,1609.6573604060914,38.8077,-76.9886,1229.0,False,False,True,False,False,False,True,False,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5654,2.0,3.0,1415.0,1251.0,956.96875,38.8615,-94.6675,1614.0,False,True,False,True,False,False,False,False,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7871,1.0,1.0,850.0,1817.0,2655.5708661417325,33.8596,-118.2552,1845.0,False,True,False,False,False,False,False,False,0,1,0,0,1,0,0,1,0,0,0,1,1,1,0,1,0,0,1,1,0,0,0,0,0,1,1
3227,2.0145836341160073,2.0,1082.0,1617.5479452054794,1524.6225165562914,39.644,-104.9026,1895.0,False,False,True,True,False,False,False,False,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5746,1.0,1.2792321077926263,400.0,1026.0,829.6206896551724,34.8737,-92.1236,325.0,True,False,False,True,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7709,1.0,1.0,752.8833105810968,1580.5263157894738,1804.9170305676855,47.8495,-122.2825,1618.0,False,False,True,True,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7623,1.0,1.0,715.0,1639.3939393939395,1609.6573604060914,38.9645,-76.9637,1740.0,False,False,True,True,False,False,True,False,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9333,1.0,1.0,615.0,2881.6271186440677,2242.4780058651027,42.328,-71.071,2500.0,False,False,True,False,False,False,False,False,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
6148,1.0,1.0,550.0,1102.1764705882354,1057.4478873239436,39.1467,-84.5184,835.0,False,False,False,False,False,False,True,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4783,1.0,2.0,853.0,1558.2,1609.6573604060914,38.9986,-76.9273,1620.0,False,True,False,True,False,False,False,False,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
5996,1.0,1.0,1112.0,1395.0,1257.8,43.1153,-89.5249,1395.0,False,True,False,True,False,False,True,False,0,0,0,1,1,0,0,1,1,0,0,1,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0
3969,2.0,2.0,908.0,805.0,829.6206896551724,34.7463,-92.2894,705.0,False,False,False,True,False,False,False,False,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8397,1.0,1.2467989552064518,756.0,930.6666666666666,1054.8097792172155,33.4305,-112.3454,890.0,False,True,False,True,False,False,True,False,1,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1
9145,1.0,1.5192339036585316,850.0,1112.6833333333334,1524.6225165562914,38.8154,-104.7779,800.0,False,True,False,True,False,False,True,False,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6260,1.3039265257176267,2.0142591028901116,1115.0,2066.6666666666665,2242.4780058651027,42.2752,-71.1473,2300.0,False,False,False,True,False,False,False,False,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
4535,1.9100544252474287,2.0,1170.0,1182.0,1059.7857321631593,40.1195,-82.9292,1277.0,False,True,False,True,False,False,False,False,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4864,1.0,1.4080721283118742,838.0,1248.375,1609.6573604060914,38.8516,-76.8871,1240.0,False,False,True,True,False,False,True,False,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1,1
6935,0.9635856678796948,1.0,756.0,790.0,1059.759341830684,41.6371,-81.417,840.0,False,True,False,True,False,False,True,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6194,2.0,2.0,1022.7001182827449,1617.5479452054794,1532.0812869977517,39.7305,-104.9549,1556.0,False,True,False,True,False,False,False,False,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5083,2.3564394176003622,3.023296145453599,2180.0,1617.5479452054794,1524.6225165562914,39.7883,-104.8265,2195.0,False,False,False,True,False,False,False,False,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5436,1.0,1.5171490081637655,778.4824660700159,1783.5,2044.5740740740741,40.6356,-74.2562,1795.0,False,False,True,True,False,False,True,False,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
7593,1.0,1.0,850.0,1183.8181818181818,1309.5674418604651,33.9295,-84.4662,910.0,False,False,True,True,False,False,False,False,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0
9798,1.0,2.0,870.0,1371.4285714285713,1331.3015873015872,42.9833,-71.4574,1490.0,False,True,False,True,False,False,True,False,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0
6014,1.0,2.9640458607064057,2200.0,2465.75,2242.4780058651027,42.4585,-71.0609,2500.0,False,False,True,True,False,False,False,False,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8635,1.0,2.0,888.9649342895831,860.25,1057.4478873239436,41.5978,-81.4642,849.0,False,True,False,True,False,False,False,False,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3252,1.0,2.0,888.0550996920633,739.1666666666666,1039.6,47.9179,-97.0658,820.0,False,True,False,False,False,False,False,False,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
7213,1.0,1.0,787.0,1103.1304347826087,1171.553846153846,40.4678,-79.9134,1940.0,False,False,True,True,False,False,True,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7523,1.9144980842000563,2.0,1315.0,1362.5,1057.4478873239436,41.75,-81.2833,1190.0,False,True,False,True,False,False,False,False,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0
6150,1.0,1.0243309425984481,659.0,1182.0263400866356,1135.9806629834254,35.5985,-78.7843,980.0,True,False,False,True,False,False,True,False,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7815,1.8754212293698702,2.0,1057.132794479509,1183.8181818181818,1280.7755189949132,34.0341,-84.5061,1048.0,False,False,True,True,False,False,False,False,1,0,1,0,1,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0
9522,1.4179793921114494,2.0,1050.0,820.3268050585871,1109.111111111111,43.4251,-83.9731,684.0,False,True,False,True,False,False,True,False,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1
9758,2.0,2.0,1031.0,1617.5479452054794,1529.6971285504965,39.6821,-104.8846,1487.0,False,False,True,True,False,False,True,False,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4662,1.9492844479777875,2.2675804178831505,1240.0,1841.4633436243373,2655.5708661417325,33.8024,-118.1811,1995.0,False,False,False,True,False,False,False,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7398,2.0,2.0,1436.0,1361.9731955631976,1209.5325570054142,32.9661,-96.7988,1765.0,False,False,True,True,False,False,True,False,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
7776,1.0,2.0,819.0028064547885,1260.0,2044.5740740740741,39.8938,-75.0693,1095.0,True,False,False,True,False,False,False,False,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4915,1.4181466158516307,1.4542489876303701,717.0659155143752,952.7666666666667,1046.6666666666667,32.2492,-111.0303,915.0,False,True,False,True,False,False,True,False,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0
8148,1.0,1.0,736.0,1408.2857142857142,1804.9170305676855,47.8304,-122.3456,1595.0,False,True,False,True,False,False,True,False,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
6892,2.0,2.0,900.0,2894.1618497109826,2655.5708661417325,34.1056,-118.3668,2898.0,False,False,False,True,False,False,False,False,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8066,1.0,1.0,200.0,2135.0,2047.0624436591597,40.8876,-74.0499,1650.0,False,False,True,True,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3641,1.2426290633044257,1.9508519149744972,1000.0,1750.0,1620.0,44.4962,-73.1848,1600.0,False,False,False,True,False,False,True,False,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
6559,1.0,1.0,661.0,1332.952380952381,1309.5674418604651,33.8144,-84.2804,1194.0,False,False,True,True,False,False,False,False,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0
9010,1.8904028380095355,2.0,1150.0,1603.5666666666666,1609.6573604060914,39.0017,-77.0353,2035.0,False,False,True,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5178,1.600683311255023,2.0,925.0,1760.0291993677283,2655.5708661417325,33.7834,-118.1506,1995.0,False,False,True,False,False,False,False,False,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
3297,1.0,2.0,990.0,1102.1764705882354,1057.4478873239436,39.1424,-84.4684,625.0,False,False,True,True,False,False,True,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3303,2.0,2.0552509585425627,1037.0,1898.0,1609.6573604060914,39.0359,-76.6726,1959.0,False,False,False,True,False,False,False,False,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5337,2.0,2.0,1054.0,1442.9676993527114,1478.6498054474707,27.8761,-82.6481,1696.0,False,False,True,True,False,False,False,False,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6286,2.0,2.0,1034.0,2433.0,2044.5740740740741,40.8234,-74.4534,2433.0,False,False,True,True,False,False,True,False,1,0,1,0,0,1,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0
9450,1.9377372538872408,2.0,1195.0,1294.2,1057.4478873239436,39.267,-84.2921,1335.0,False,False,True,False,False,False,True,False,1,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0
7768,1.0,1.0,1339.3167065092125,10146.75,2655.5708661417325,33.9855,-118.4532,2893.0,False,False,False,True,False,False,False,False,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
4979,1.0,1.0,795.0,1848.997169506743,1804.9170305676855,47.7544,-122.1932,1480.0,False,False,False,True,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8884,1.0,2.0,978.5396467201347,731.6,1039.6,48.2669,-101.3107,750.0,False,False,False,False,False,False,False,False,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0
3655,1.0,2.0,710.0,1961.1666666666667,1804.9170305676855,47.5632,-122.2265,2092.0,False,True,False,True,False,False,True,False,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0,0,0,1,0,0,0
4634,1.0,2.0,981.8612942472529,1345.55,1135.9806629834254,35.9907,-78.9074,1400.0,False,True,False,True,False,False,False,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7655,1.0,2.0,1100.0,1133.5186893744508,968.2790697674419,38.6274,-90.304,1300.0,False,True,False,True,False,False,False,False,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
7743,2.0,2.0660154283018692,1073.0,1320.9612896274723,1209.246361202203,33.0023,-96.8406,1654.0,False,False,True,True,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3240,0.9576073572777839,1.0,400.0,1306.0,1331.3015873015872,42.7527,-71.4854,825.0,False,False,False,True,False,False,True,False,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3783,1.023382621332142,1.0,688.0,973.8,1212.611111111111,35.1101,-89.9454,1148.0,False,False,False,False,False,False,False,False,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4354,0.9369800086065382,1.0,715.0,1675.4381123082408,1609.6573604060914,38.9645,-76.9637,1765.0,False,False,False,True,False,False,True,False,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4018,2.0,2.0,1193.0,1287.857142857143,1180.6868036571216,33.1659,-96.5979,1395.0,False,True,False,True,False,False,True,False,1,1,1,0,1,0,0,1,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0
5354,1.0,1.0,803.8785129575543,1733.9615384615386,1609.6573604060914,39.1322,-76.8602,1880.0,False,False,False,True,False,False,True,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3977,2.0,2.0,1110.8185963700605,2000.0,2242.4780058651027,42.3126,-71.2187,2000.0,False,False,True,True,False,False,False,False,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3809,2.0,2.0,1060.0,1958.7112276206344,1804.9170305676855,47.616,-122.3275,2495.0,False,False,False,True,False,False,True,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6126,1.0,1.0,845.0,1395.0,1222.75,44.8144,-93.1655,1395.0,False,False,False,False,False,False,True,False,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0
5521,1.0,1.0,1550.0,1455.7142857142858,1067.4872321440796,41.4712,-81.5155,3265.0,False,False,True,True,False,False,True,False,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3257,2.080159837242168,2.0,1188.0,1516.1538461538462,1195.9206106870229,32.9314,-97.0956,2450.0,False,False,False,True,False,False,False,False,0,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0
3893,1.0,1.0,635.0,1657.5435143121833,1645.9887002893472,38.9645,-76.9637,1680.0,False,False,True,False,False,False,True,False,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7250,1.0,1.0,718.0,1603.5666666666666,1609.6573604060914,39.0403,-77.0461,1600.0,False,False,True,True,False,False,False,False,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
8010,1.0,1.2243362054754339,824.0,1426.625,1195.9206106870229,32.9628,-96.7449,1396.0,False,True,False,True,False,False,False,False,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9640,1.0,1.157307050619432,794.0,3073.3829787234044,2044.5740740740741,40.722,-74.0644,2405.0,False,False,True,True,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5405,1.0,1.2302428330817152,767.9646696147956,1223.8260869565217,1350.4962406015038,37.6202,-77.6128,1060.0,False,True,False,True,False,False,True,False,0,1,1,0,1,0,0,1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,0,1,0,1,1
9784,1.0921835729822482,1.0,627.0,1633.4285714285713,2655.5708661417325,38.593,-121.4027,962.0,False,True,False,True,False,False,False,False,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0
4760,1.9685341395735994,2.0,1220.0,1048.6059489049462,1146.3298586002174,36.0913,-79.2861,1090.0,False,False,True,True,False,False,True,False,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
7813,1.0,1.6973406910198179,889.0,1760.6666666666667,1804.9170305676855,47.7544,-122.1932,1600.0,False,True,False,True,False,False,True,False,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0
9656,1.0,1.1756739148481519,772.0,1112.6833333333334,1534.3795396261269,39.0459,-104.8179,1210.0,False,False,True,False,False,False,False,False,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
